1|1|E|UN|A|CHINA|THWE00070007|0|50000|0|002|||10013711|0|3102002587675|000
1|2|E|UN|A|CHINA|THWE00070007|0|50000|0|002|||10013711|0|3102002587675|000
1|3|E|UN|A|CHINA|THWE00070007|0|50000|0|002|||10013711|0|3102002587675|000
1|4|E|UN|A|CHINA|THWE00070007|0|50000|0|002|||10013711|0|3102002587675|000
1|5|E|UN|A|CHINA|THWE00070007|0|50000|0|002|||10013711|0|3102002587675|000
1|6|E|UN|A|CHINA|THWE00070007|0|50000|0|002|||10013711|0|3102002587675|000
1|7|E|UN|A|CHINA|THWE00070007|0|50000|0|002|||10013711|0|3102002587675|000
1|8|E|UN|A|CHINA|THWE00070007|0|50000|0|002|||10013711|0|3102002587675|000
1|9|E|UN|A|CHINA|THWE00070007|0|50000|0|002|||10013711|0|3102002587675|000
1|10|E|UN|A|CHINA|THWE00070007|0|50000|0|002|||10013711|0|3102002587675|000
